Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3
917,AB2,ZrCr2,1.9,,,,"Padurets, 1978",513,,,
918,AB2,ZrCr2,1.9,,,,"Kohlmann, 1999",1253,,,
919,AB2,ZrCr2,1.9,,,,"Irodova, 2000",1268,,Deuterium,
920,AB2,ZrCr2,2,,,,"Shaltiel, 1977",14,,,
921,AB2,ZrCr2,2.1,,,,"Jacob, 1980",65,,,
922,AB2,ZrCr2,2.1,,,,"Semenenko, 1980",638,,,
923,AB2,ZrCr2Co.8,1,45.3,100,2,"Drasner, 1991",564,,,
924,AB2,ZrMo2 (M),1,22,-78,0.4,"Semenko, 1996",1154,,,
925,AB2,ZrMoCr,1.3,27.6,25,0.2,"Mitrokhin, 1981",1148,,,sloping plateau
926,AB2,ZrNi1.2Cr.8,1.6,,25,0.4,"Sun, 1996",689,,,
927,AB2,ZrNi1.2Cr.8La.05,1.7,,25,0.2,"Sun, 1996",689,,,
928,AB2,ZrNi1.2Mn.5Cr.2V.1,1.6,,70,3,"Moriwaki, 1991",367,,,
929,AB2,ZrNi1.2Mn.6Cr.2,1.45,,70,4.5,"Moriwaki, 1991",367,,,
930,AB2,ZrNi1.4+yMn.3V.7,0.6,,30,,"Kim, 1998",857,y=0-0.6,,
931,AB2,ZrNi1.4+yMn.5V.5,0.4,,30,0.3 - 30,"Kim, 1998",827,y=0-0.6,,
932,AB2,ZrNi1.4Mn.5V.5,1.6,,30,0.3,"Kim, 1998",827,,,
933,AB2,ZrNiAl,0.3,,40,0.001,"Yoshida, 1995",622,,,
934,AB2,ZrTi2,2,,,,"Skripov, 2000",1274,,deuterium,
935,AB2,ZrV.7Mn.5Ni1.2,1.6,,60,0.1,"Lee, 1999",1265,,,
936,AB2,ZrV1.5-yCryNi1.5,1.2,42 - 50,,,"Lupu, 1999",1256,y=0-0.3,,No plateaux
937,AB2,ZrV2,2.1,,,,"Beck, 1962",45,,,
938,AB2,ZrV2,2.1,,,,"Trzeciak, 1956",483,,,
939,AB2,ZrV2,2.4,155,,,"Pebler, 1967",13,,,
940,AB2,ZrV2,2.7,,,,"Padurets, 1978",513,,,
941,AB2,ZrxNi1.2Cr.4Mn.4,1.4,,45,Jan-50,"Moriwaki, 1991",367,(x = 0.8-1.1),,
942,AB2,ZrxTi1-x(FeyMn1-y)1.5,0.8,,,,"Suzuki, 1982",26,(x & y = 0.2-0.8),,
943,AB2,ZrxTi1-xCr2,1.3,,,,"Jacob, 1980",65,(x = 0-1),,
944,AB2,ZrxTi1-xMn2,0.06,,,,"Jacob, 1980",65,(x = 0-1),,
945,AB5,"(La,Ce,Nd,Pr)Ni5",1.4,29 - 31.7,25,2.3 - 6.1,"Valoen, 2000",1200,"La,Ce,Nd,Pr levels 0.04 and 0.18",,
946,AB5,"(Mm,A)Ni5",,,30,13 - 21,"Osumi, 1981",124,"(A = Al, B, Mn,Cu,Si)",,
947,AB5,Ca.7Mm.3Ni5,1.9,26.6,25,3.8,"Sandrock, 1978",113,,,
948,AB5,Ca.85Mm.15Ni5,1.12,29.3,25,0.9,"Liang, 2001",1203,,,
949,AB5,Ca.8Mm.2Ni4.9Zn.1,1.08,,30,1.1,"Liang, 2001",1203,,,
950,AB5,CaNi4B,1.2,55.7,27,0.01,"Oesterreicher, 1980",43,,,
951,AB5,CaNi5,,42,22,0.08,"Yagisawa, 1984",671,Lowest plateau only,,
952,AB5,CaNi5,0.3,62,22,0.04,"Yagisawa, 1984",671,Lowest plateau only,,
953,AB5,CaNi5,1.2,33.9,25,0.7,"Nahm, 1990",252,,,
954,AB5,CaNi5 (M),1.7,37.7,25,0.5,"Oesterreicher, 1980",43,,,
955,AB5,CaNi5 (M),1.9,31.9,25,0.5,"Sandrock, 1977",106,,,
956,AB5,CaNi5 (M),1.9,32.2,20,0.33,"Yoshikawa, 1982",138,,,
957,AB5,CaNi5-yZny,1.1,,50,0.5 - 0.7,"Liang, 2001",1203,y=0.15-0.3,,
958,AB5,Ce.5La.5Ni2.5Cu2.5,1.1,22.9,23,2.2,"Pourarian, 1986",254,,,
959,AB5,Ce.5La.5Ni5,1.4,,20,10,"Mordkovich, 1992",666,,,
960,AB5,Ce.6La.4Ni5,,,20,14,"Mordkovich, 1992",666,,,
961,AB5,Ce.6La.4Ni5,1.5,22.3,25,28,"Dayan, 1981",382,,,
962,AB5,Ce.7La.3Ni4.6Al.4,,,20,2.7,"Mordkovich, 1992",666,,,
963,AB5,Ce.7La.3Ni4.95Al.05,,,20,13,"Mordkovich, 1992",666,,,
964,AB5,Ce.7La.3Ni5,1.4,,20,16,"Mordkovich, 1992",666,,,
965,AB5,Ce.7La.3Ni5-yAly,,,20,3.2 - 21,"Mordkovich, 1995",408,(y = 0.02-0.4),,
966,AB5,Ce.8La.2Ni4.7Cu0.3,1.5,21,23,18,"Klyamkin, 1995",407,,,
967,AB5,Ce.8La.2Ni5,1.5,23.8,23,30,"Klyamkin, 1995",407,,,
968,AB5,Ce.8La.2Ni5-yCoy,1.5,,20,2.6 - 4.2,"Hagstrom, 1999",1191,y=0-1.5,,
969,AB5,Ce.8Pr.2Ni2.5Cu2.5,1.05,,23,11,"Pourarian, 1986",254,,,
970,AB5,Ce0.2Pr0.8Co5 (M),0.6,39,20,0.23,"Burnasheva, 1978",1517,,,Lower plateau
971,AB5,Ce0.4Pr0.6Co5 (M),0.6,38.5,20,1,"Burnasheva, 1978",1517,,,Lower plateau
972,AB5,Ce0.5La0.5Ni5,1.4,,20,10,"Mordkovich, 1993",1525,,,
973,AB5,Ce0.6Pr0.4Co5 (M),0.6,38.5,20,1.26,"Burnasheva, 1978",1517,,,Lower plateau
974,AB5,Ce0.7La0.7Ni5,1.4,25,20,11,"Mordkovich, 1993",1525,,,
975,AB5,Ce0.8La0.2Ni5,1.5,20.8,60,74,"Salamova, 2002",1509,,,
976,AB5,Ce0.8Pr0.2Co5 (M),0.6,37,20,1.42,"Burnasheva, 1978",1517,,,Lower plateau
977,AB5,Ce1-xLaxNi4Co,,,20,20-May,"Mordkovich, 1995",408,(x = 0.4-0.8),,
978,AB5,Ce1-xLaxNi5,,,20,20-Dec,"Mordkovich, 1995",408,(x = 0.4-0.5),,
979,AB5,CeCo5,0.5,40,20,1.45,"Burnasheva, 1978",1518,,,
980,AB5,CeCo5,0.65,29,50,6,"Kuijpers, 1972",96,,,
981,AB5,CeCo5,0.65,,,,"Guidotti, 1977",105,,,
982,AB5,CeCo5 (M),0.6,39,20,1.45,"Burnasheva, 1978",1517,,,Lower plateau
983,AB5,CeCo5 (M),1.7,,21,1.2,"Lakner, 1980",101,,,
984,AB5,CeFe5,0.7,,100,1,"Reilly, 1972",195,,,
985,AB5,CeFe5,0.7,82,100,0.07,"Lundin, 1975",253,,,
986,AB5,CeMn2.56Ni2.42,1,,,,"Burnasheva, 1981",1530,,,
987,AB5,CeMn3Ni2,0.7,,,,"Burnasheva, 1981",1530,,,
988,AB5,CeNi3.55Mn.4Al.3Co.75,1.2,,25,4,"Joubert, 1998",1186,,,
989,AB5,CeNi4.25Mn.75,1.4,24.7,23,1.1,"Pourarian, 1985",423,,,
990,AB5,CeNi4.5Al.5,1.4,21.6,23,9,"Pourarian, 1985",423,,,
991,AB5,CeNi4.5Mn.5,1.2,25.4,23,7,"Pourarian, 1985",423,,,
992,AB5,CeNi5,1.4,14.2,25,50,"Lundin, 1977",149,,,
993,AB5,CeNi5,1.5,22.2,23,80,"Klyamkin, 1995",407,,,
994,AB5,CeNi5-yCuy,0.9,17,0,6-Feb,"Pourarian, 1982",130,(y = 2-3),,
995,AB5,CFMNi4.3-yCoyMn.4Al.3,1.1,,,,"Reilly, 1999",1232,y=0 & 0.75 (CFM=cerium-free Mm),,
996,AB5,DyNi4.25Ga.75,0.8,30.1,20,6,"Miletic, 2000",1213,,,
997,AB5,DyNi4.5Al.5,1,27.3,20,20,"Sorgic, 1996",635,,,
998,AB5,DyNi4Al,0.8,35.4,20,0.6,"Sorgic, 1996",635,,,
999,AB5,DyNi5-yGay,0.3,,20,0.05 - 6,"Miletic, 2000",1213,Y=0.75-2,,
1000,AB5,ErNi3.5Al1.5,0.7,39.8,115,2.5,"Sorgic, 1996",591,,,
1001,AB5,ErNi4.5Al.5,0.8,25.4,0,25,"Sorgic, 1996",591,,,
1002,AB5,ErNi4Al,0.9,32.4,0,2.1,"Sorgic, 1996",591,,,
1003,AB5,EuNi5,1.2,26,25,1.3,"Gavra, 1985",280,,,
1004,AB5,GdCo5,0.4,,21,24,"van Mal, 1976",103,,,
1005,AB5,GdNi4.5Al.5,0.9,32.7,20,7,"Sorgic, 1996",635,,,
1006,AB5,GdNi4Al,0.9,41.5,20,0.2,"Sorgic, 1996",635,,,
1007,AB5,GdNi5,0.6,,23,120,"Anderso, 1973",99,,,
1008,AB5,GdNi5-yAly,0.3,,,,"Bobet, 1998",814,y=2.01-3.07,,
1009,AB5,GdNi5-yAly,0.7,30 - 50,20,0.04 - 0.73,"Bobet, 1998",814,y=0.5-1.74,,
1010,AB5,HoNi4.5Al.5,0.9,24.1,0,22,"Sorgic, 1996",635,,,
1011,AB5,HoNi4Al,0.9,35.9,60,4,"Sorgic, 1996",635,,,
1012,AB5,LaNi3FeCu,1.1,37.2,22,0.33,"Burnasheva, 1984",1528,,,
1013,AB5,LaNi4.25Al.75,1.13,44.1,40,0.054,"Diaz, 1979",270,,,
1014,AB5,LaNi4.25Co.5Sn.25,1.38,,25,0.4,"Kumar, 1995",263,,,
1015,AB5,LaNi4.25Co.5Sn.25,1.4,42.5,25,0.5,"Zhang, 1996",679,,,
1016,AB5,LaNi4.25Co0.75,,,40,1.65,"Joubert, 2000",1512,,,
1017,AB5,LaNi4.33B.67 (M),1,,23,0.3,"Spada, 1983",438,,,
1018,AB5,LaNi4.3Mn0.4Al0.3,,,40,0.079,"Joubert, 2000",1512,,,
1019,AB5,LaNi4.3-yCoyMn.4Al.3,1.2,,,,"Reilly, 1999",1232,y=0-0.75,,
1020,AB5,LaNi4.4B.6,0.62,33.5,25,0.3,"Mendelsohn, 1980",380,,,
1021,AB5,LaNi4.4Zn.6,1.4,34.8,20,0.3,"Rozdzynska-Kielbik, 2000",1198,,,
1022,AB5,LaNi4.55Al.45,1.6,,80,2,"Nakamura, 1994",590,,,
1023,AB5,LaNi4.55Al.45,1.3,,40,0.3,"Nasako, 1998",811,,,
1024,AB5,LaNi4.5Al.5,,,25,0.2,"Latroche, 1995",620,,,
1025,AB5,LaNi4.5Al.5,1.2,,100,2.1,"Nakamura, 1997",809,,,
1026,AB5,LaNi4.5Al.5,1.3,,20,0.1,"Sakai, 1990",570,,,
1027,AB5,LaNi4.5Al.5,1.38,38.6,60,0.6,"Mendelsoh, 1979",265,,,
1028,AB5,LaNi4.5Al.5,1.4,44.4,25,0.3,"Oh, 1998",1187,,,
1029,AB5,LaNi4.5Cr.5,1.3,,20,0.4,"Sakai, 1990",570,,,
1030,AB5,LaNi4.5Cu.5,1.3,,20,1.1,"Sakai, 1990",570,,,
1031,AB5,LaNi4.5Mn.5,1.4,,100,1.6,"Nakamura, 1997",809,,,
1032,AB5,LaNi4.5Mn.5,1.4,,50,0.4,"Nakamura, 2000",1207,,,sloping plateau
1033,AB5,LaNi4.5Mn.5,,,25,0.1,"Percheron, 1994",269,,,
1034,AB5,LaNi4.5Mn.5,1.5,,20,0.15,"Sakai, 1990",570,,,
1035,AB5,LaNi4.5Mn0.3Al0.3,1.3,39.3,35,0.2,"Filatova, 2000",1524,,,
1036,AB5,LaNi4.5Pd.5 (M),1.28,,25,2.1,"Goodell, 1980",256,,,
1037,AB5,LaNi4.5Si.5,1,36.5,25,0.5,"Meli, 1992",674,,,
1038,AB5,LaNi4.61Mn.26Al.13,1.4,,100,3.4,"Nakamura, 1997",809,,,
1039,AB5,LaNi4.65Mn0.2Al0.15,1.5,38.8,20,0.6,"Verbetsky, 1989",1529,,,
1040,AB5,LaNi4.6Al.4,,,20,0.3,"Mordkovich, 1992",666,,,
1041,AB5,LaNi4.6Al.4,1.38,36.4,48,0.64,"Mendelsoh, 1979",265,,,
1042,AB5,LaNi4.6Cu0.3Mn0.1,1.4,32,35,1,"Ganich, 1999",1521,,,
1043,AB5,LaNi4.6Ga.4,,35,20,0.3,"Mendlesohn, 1978",116,,,
1044,AB5,LaNi4.6Ge.4,1.2,34.3,30,0.78,"Mendlesohn, 1979",486,,,
1045,AB5,LaNi4.6Ge0.4,1.1,34,100,8,"Luo, 2002",1514,,,
1046,AB5,LaNi4.6In.4,1.2,39.8,20,0.05,"Mendlesohn, 1978",116,,,
1047,AB5,LaNi4.6Mn.4,1.4,,50,0.4,"Bagchi, 1997",1167,,,
1048,AB5,LaNi4.6Mn.4,1.49,39.4,25,0.15,"Lundin, 1978",272,,,
1049,AB5,LaNi4.6Mn0.4,,,40,0.31,"Joubert, 2000",1512,,,
1050,AB5,LaNi4.6Si.4,1,35.6,30,0.67,"Mendlesohn, 1979",486,,,
1051,AB5,LaNi4.6Si.4,1,,25,1.2,"Ting, 1998",864,Gas atomized,,
1052,AB5,LaNi4.6Si0.4,1,34.2,100,12,"Luo, 2002",1514,,,
1053,AB5,LaNi4.6Sn.4,1.26,38.5,20,0.08,"Mendlesoh, 1978",116,,,
1054,AB5,LaNi4.6Sn0.4,1.1,38.2,100,4,"Luo, 2002",1514,,,
1055,AB5,LaNi4.75Al.25,1.4,,50,1,"Nakamura, 2000",1207,,,
1056,AB5,LaNi4.75Al0.25,1.2,33.7,35,1.2,"Filatova, 1999",1522,,,
1057,AB5,LaNi4.75Sn.25,1.3,,25,0.4,"Ting, 1998",864,,Gas atomized + annealed,
1058,AB5,LaNi4.75Sn.25,1.3,,23,0.6,"Bowman, 1997",642,Gas atomized,,
1059,AB5,LaNi4.7Al.3,1.37,29.7,50,1.2,"Groll, 1989",266,,,
1060,AB5,LaNi4.7Al.3,1.44,34,25,0.42,"Huston, 1980",77,,,
1061,AB5,LaNi4.7Al0.3,1.3,34.9,20,0.7,"Verbetsky, 1989",1529,,,
1062,AB5,LaNi4.7Al0.3,1.4,,40,0.63,"Joubert, 2000",1512,,,
1063,AB5,LaNi4.7Ge.3,1.3,,23,0.7,"Witham, 1996",511,,,
1064,AB5,LaNi4.7Mn0.3,1.4,36.2,20,0.9,"Verbetsky, 1989",1529,,,
1065,AB5,LaNi4.7Si.3,1.1,33.8,25,1,"Meli, 1992",674,,,
1066,AB5,LaNi4.7Si.3,1.1,,27,0.5,"Srivastava, 1998",817,,,
1067,AB5,LaNi4.7Sn.3,1.2,,45,0.48,"Hightower, 1998",1166,,annealed,
1068,AB5,LaNi4.7Sn.3,1.37,,25,0.3,"Goodell, 1980",256,,,
1069,AB5,LaNi4.82Si0.25,1.6,,20,1.1,"Jain, 2002",1534,,,
1070,AB5,LaNi4.84Sn.32,1.2,,38,0.7,"Vogt, 1999",1178,,,
1071,AB5,LaNi4.85In.15,,31.8,30,0.78,"Mendlesohn, 1980",487,,,
1072,AB5,LaNi4.8C.2,1.4,,25,2,"Goodell, 1980",256,,,
1073,AB5,LaNi4.8Fe.2,1.3,,50,6,"Nakamura, 1996",631,,,
1074,AB5,LaNi4.8Fe.2,1.5,,50,7,"Nakamura, 1998",816,,,
1075,AB5,LaNi4.8Sn.2,1.4,,25,0.5,"Cantrell, 1994",589,,,
1076,AB5,LaNi4.8Sn.2,1.4,29.4,25,0.8,"Zhang, 1996",679,,,
1077,AB5,LaNi4.8Sn.2,1.4,32.8,25,0.47,"Luo, 1995",275,,,
1078,AB5,LaNi4.8Sn0.2,1.2,33.5,35,1.1,"Filatova, 1999",1522,,,
1079,AB5,LaNi4.93In.07,,35.2,30,1.37,"Mendlesohn, 1980",487,,,
1080,AB5,LaNi4.95Sn.05,1.2,,100,10.7,"Luo, 1997",640,,,
1081,AB5,LaNi4.95Sn.05,1.3,32,100,14,"Luo, 1998",815,,,
1082,AB5,LaNi4.9Al.1,1.5,,25,1.2,"Goodell, 1980",256,,,
1083,AB5,LaNi4.9Al0.1,,,40,2.23,"Joubert, 2000",1512,,,
1084,AB5,LaNi4.9Al0.1,1.4,33,35,1.5,"Filatova, 2001",1527,,,
1085,AB5,LaNi4.9Mn0.1,1.4,29,35,1.5,"Ganich, 1999",1521,,,
1086,AB5,LaNi4.9Sn0.1,1.3,32,35,2.1,"Filatova, 2001",1527,,,
1087,AB5,LaNi4Ag,1.1,,40,2.4,"Van Mal, 1974",98,,,
1088,AB5,LaNi4Al,1,,,,"Yartys, 1982",1519,,Deuterium,
1089,AB5,LaNi4Al,1.1,,20,0.001,"Sakai, 1990",570,,,
1090,AB5,LaNi4Al0.5Cu0.5,1.4,40,22,0.09,"Burnasheva, 1984",1528,,,
1091,AB5,LaNi4Co,1.4,,40,1.2,"Van Mal, 1974",98,,,
1092,AB5,LaNi4Co,,,25,1,"Percheron, 1994",269,,,
1093,AB5,LaNi4Co (M),,,25,1,"Latroche, 1998",813,,,
1094,AB5,LaNi4Co.6Al.4,1.5,,60,8,"Mishima, 1963",605,(Rapidly solidified),,
1095,AB5,LaNi4Cr,0.54,34,25,0.04,"Misawa, 1979",118,,,
1096,AB5,LaNi4Cr,0.8,,20,0.3,"Sakai, 1990",570,,,
1097,AB5,LaNi4Cr,1.1,,40,0.9,"Van Mal, 1974",98,,,
1098,AB5,LaNi4Cu,,,40,1.83,"Joubert, 2000",1512,,,
1099,AB5,LaNi4Cu,1,33.9,60,4,"Mendelsohn, 1977",168,,,
1100,AB5,LaNi4Cu,1.2,,20,0.5,"Sakai, 1990",570,,,
1101,AB5,LaNi4Cu,1.32,,40,1.6,"Van Mal, 1974",98,,,
1102,AB5,LaNi4Fe,,,40,0.97,"Joubert, 2000",1512,,,
1103,AB5,LaNi4Fe,0.8,34.5,40,0.11,"Misawa, 1979",118,(+ Fe2.5),,
1104,AB5,LaNi4Fe,1,,40,1.1,"Van Mal, 1974",98,,,
1105,AB5,LaNi4Fe0.5Cu0.5,1.3,36.1,22,0.48,"Burnasheva, 1984",1528,,,
1106,AB5,MmCo3.5Ni1.5,0.72,,25,3.1,"Guidott, 1977",105,,,
1107,AB5,MmCo4.25Ni0.75,0.77,,25,1.25,"Guidott, 1977",105,,,
1108,AB5,MmCo5,0.7,40.2,40,1.8,"Osumi, 1978",117,,,
1109,AB5,MmCo5,0.7,32.8,25,1.1,"Kitada, 1977",507,,,
1110,AB5,MmNi3.05Co.95Al.16Mn.12,1.3,,40,0.18,"Imoto, 1999",1188,,,
1111,AB5,MmNi3.31Co.64Mn.37Al.28,1.4,,20,0.3,"Naito, 1993",1161,,,
1112,AB5,MmNi3.4Co1.0Mn.4Cu.2,1.4,,30,0.7,"Hu, 1998",1184,,,sloping plateau
1113,AB5,MmNi3.4Co1.0Mn.5Al.1,1.4,,30,0.2,"Hu, 1998",1184,,,sloping plateau
1114,AB5,MmNi3.4Co1.0Mn.5Al.1,1.4,,30,0.1,"Hu, 1998",1184,(annealed),,
1115,AB5,MmNi3.55Co.75Mn.4Al.3,1.3,,30,0.2,"Hu, 2000",1197,,,
1116,AB5,MmNi3.55Co.75Mn.4Al.3By,1.1,40.6 - 44.5,20,0.05 - 0.09,"Ye, 2000",1214,y=0-0.3,,
1117,AB5,MmNi3.55Co.75Mn.6Al.1,1.5,,25,0.15,"Wu, 1997",808,,,
1118,AB5,MmNi3.55Co.75Mn.7-yAly,1.3,,25,0.04 - 0.2,"Wu, 1997",808,y=0-0.4,,
1119,AB5,MmNi3.55Co0.75Mn0.4Al0.3B0.3,0.9,,60,2,"Ye, 2002",1516,"Mm=Ce-rich Mm, pure B added",,
1120,AB5,MmNi3.55Co0.75Mn0.4Al0.3B0.3,0.9,,60,0.3,"Ye, 2002",1516,"Mm=La-rich Mm, Fe-B added",,
1121,AB5,MmNi3.55Co0.75Mn0.4Al0.3B0.3,1,,60,0.5,"Ye, 2002",1516,"Mm=La-rich Mm, Ni-B added",,
1122,AB5,MmNi3.56Co.7Al.4Mn.3,1.3,,22,1,"Gamboa, 2001",1209,,,
1123,AB5,MmNi3.5Co.7Al.8,1.24,39.8,40,0.23,"Sakai, 1992",278,,,
1124,AB5,MmNi3.5Co.8Al.4Mn.3,1.2,,23,0.2,"Bowman, 1997",642,Gas atomized,,
1125,AB5,MmNi3.5Co.8Mn.5Si.1,1.3,,30,0.2,"Hu, 1998",1184,,,sloping plateau
1126,AB5,MmNi3.5Cu.5,1.13,23.4,25,8,"Sandrock, 1978",113,,,
1127,AB5,MmNi3.61Mn.3Al.4Co.69,1.3,,22,0.07,"Latroche, 1999",1193,,,
1128,AB5,MmNi3.6Co.8Mn.4Al.2,1.4,,30,0.2,"Hu, 1998",1184,,,sloping plateau
1129,AB5,MmNi3.6Co0.7Mn0.3Al0.4,1.1,,45,0.2,"Zhang, 1999",1218,La-rich Mm,,sloping plateau
1130,AB5,MmNi3.8Co1.0Mn0.4,1.4,,30,0.6,"Hu, 1998",1184,,,sloping plateau
1131,AB5,MmNi3.94Mn.3Al.4Co.36,1.3,,22,0.1,"Latroche, 1999",1193,,,
1132,AB5,MmNi3.9Mn.4Fe.38Al.3Cu.02,1,,40,0.75,"Yasuda, 1997",643,,,
1133,AB5,MmNi3.9Mn.4Fe.38Al.3Cu.22,1,,40,0.6,"Yasuda, 1997",643,,,
1134,AB5,MmNi3.9Mn.4Fe.38Al.3Cu.42,0.9,,40,0.45,"Yasuda, 1997",643,,,
1135,AB5,MmNi3.9-yMn.4AlyCo.7,1.1,,25,0.01 - 4,"Senoh, 2000",1181,y=0-0.8,,sloping plateaux
1136,AB5,MmNi3Co2,1.4,32.7,20,2.9,"Osumi, 1979",121,(+ Co1.0 & Co2.5),,
1137,AB5,MmNi4.15Fe.85,1.14,25.3,25,11.2,"Huston, 1980",77,,,
1138,AB5,MmNi4.15Fe.85,1.14,29,18,6,"Ron, 1987",276,,,
1139,AB5,MmNi4.2Al.4Co.4,1.3,28.4,30,5,"Iwakura, 1995",1177,,,
1140,AB5,MmNi4.2Al.4Cr.4,1.3,31.8,30,2,"Iwakura, 1995",1177,,,
1141,AB5,MmNi4.2Al.4Fe.4,1.1,30,30,3,"Iwakura, 1995",1177,,,
1142,AB5,MmNi4.2Al.4Mn.4,1.4,31,30,2,"Iwakura, 1995",1177,,,
1143,AB5,MmNi4.2Al.8,0.6,,25,0.8,"Mungole, 2000",1206,Fe-containing Indian Mm,,
1144,AB5,MmNi4.2Al.8,0.7,,15,0.5,"Mungole, 1997",849,,,
1145,AB5,MmNi4.2Al.8,0.7,,15,0.2,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1146,AB5,MmNi4.2Al.8,1.1,31,30,0.5,"Iwakura, 1995",1177,,,
1147,AB5,MmNi4.2Al0.8,1.3,,0.1,20,"Jurczyk, 2000",1508,,,
1148,AB5,MmNi4.2Co.2Mn.3Al.3,1.38,36.5,40,0.4,"Takeya, 1993",279,,,
1149,AB5,MmNi4.2Mn.8,1,,15,2,"Mungole, 1997",849,,,
1150,AB5,MmNi4.2Mn.8,1,,15,3,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1151,AB5,MmNi4.3Al.7,1.16,,25,0.6,"Goodell, 1980",256,,,
1152,AB5,MmNi4.3-yCoyMn.4Al.3,0.9,,,,"Reilly, 1999",1232,y=0 & 0.75,,
1153,AB5,MmNi4.3-yMn.33Al.4Coy,1.2,,60,0.15 - 0.25,"Cocciantelli, 1997",644,y=0.38-0.72,,
1154,AB5,MmNi4.4Al.6,1.2,30,30,2,"Iwakura, 1995",1177,,,
1155,AB5,MmNi4.4-yCoyMn.3,1.4,,40,0.1 - 1,"Takeya, 1993",279,Al.3 (y=0.2-0.8),,
1156,AB5,MmNi4.5Al.5,1.1,,25,1.8,"Kim, 1990",673,,,
1157,AB5,MmNi4.5Al.5,1.17,23,30,3.2,"Osumi, 1979",119,,,
1158,AB5,MmNi4.5Al.5,1.2,28,25,3.8,"Sandrock, 1978",113,,,
1159,AB5,MmNi4.5Al.5,1.45,,30,3,"Jain, 2000",1208,,,
1160,AB5,MmNi4.5Al.5Zry,0.9,,30,2.5 - 5,"Na, 1994",277,(y = 0-0.2),,
1161,AB5,MmNi4.5Al0.5,1.6,,22,2.1,"Jain, 2002",1533,,,
1162,AB5,MmNi4.5Cr.5,1.2,25.5,20,4.8,"Suzuki, 1981",125,(+ Cr.75 & Cr1.0),,
1163,AB5,MmNi4.5Cr.5-zMnz,,,20,5-Feb,"Osumi, 1981",126,(z = 0-0.25),,
1164,AB5,MmNi4.5Mn.5,1.3,17.6,20,2.1,"Osumi, 1979",120,"(+ Mn.25, Mn.75, Mn1.0)",,
1165,AB5,MmNi4.5Mn.5,1.49,28,20,2.7,"Wang, 1989",267,,,
1166,AB5,MmNi4.5Mn.5Zry,0.9,30 - 32,25,2 - 2.2,"Wang, 1989",267,(y = 0.025-0.2),,
1167,AB5,MmNi4.5Si.5,0.91,27.6,20,8,"Osumi, 1982",127,"(+ Si.4, Si.6, Si.8)",,
1168,AB5,MmNi4.6Al.2Fe.2V.03,1.3,27.9,21,6,"Lee, 1996",676,,,
1169,AB5,MmNi4.6Al.2Fe.2V.03,1.4,28.1,30,9,"Lee, 1996",451,,,
1170,AB5,MmNi4.6Al.4,0.8,,15,4,"Mungole, 1997",849,,,
1171,AB5,MmNi4.6Al.4,0.8,,15,4,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1172,AB5,MmNi4.6Al.4,1.4,28,30,5,"Iwakura, 1995",1177,,,
1173,AB5,MmNi4.6Fe.4,1.5,,30,18,"Venkateswara Sarma, 2001",1210,,,
1174,AB5,MmNi4.6Mn.4,0.9,,15,8.2,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1175,AB5,MmNi4.6Mn4,0.9,,15,8,"Mungole, 1997",849,,,
1176,AB5,MmNi4.6Sn.4,0.6,29.4,15,4.7,"Balasubramaniam, 1993",588,(Mm=Indian [high-Fe]),,
1177,AB5,MmNi4.6Sn.4,0.6,,15,5,"Mungole, 1999",1205,Fe-containing Indian Mm,,
1178,AB5,MmNi4.6Sn4,0.6,,15,5,"Mungole, 1997",849,,,
1179,AB5,MmNi4.7Al.3,1.2,,25,6,"Fernandez, 1998",853,Brazilian Mm,,
1180,AB5,MmNi4.7Al.3,1.2,,25,6,"Fernandez, 1998",1204,Brazilian Mm,,
1181,AB5,MmNi4.7Al.3Zry,1.1,27 - 33,25,4.5 - 6,"Wang, 1989",267,(y = 0-0.2),,
1182,AB5,MmNi4Al,1.1,32,30,0.1,"Iwakura, 1995",1177,,,sloping plateau
1183,AB5,MmNi4Cu0.7Ti0.1Sn0.1Fe0.1,1.4,37.3,22,7.4,"Petrova, 1989",1520,,,
1184,AB5,MmNi4Cu0.7Ti0.1Sn0.1V0.1,1.4,37.1,22,6,"Petrova, 1989",1520,,,
1185,AB5,MmNi5,1.4,23.7,23,13.5,"Verbetsky, 1996",634,,,
1186,AB5,MmNi5,1.4,22 - 25.1,23,12.6 - 20,"Fyodorov, 1997",847,1-15 wt.% excess Mm,,
1187,AB5,MmNi5,1.37,14.2,25,20,"Lundin, 1977",149,,,
1188,AB5,MmNi5,1.4,,25,30,"Sandrock, 1977",106,,,
1189,AB5,MmNi5,1.44,26.4,30,20.5,"Osumi, 1979",119,,,
1190,AB5,La.4Ce.2Ca.5Ni3.55Co.75Mn.4Al.3,1.2,,22,0.1,"Visintin, 1996",633,,,
1191,AB5,La.5Ce.4Ti.1Ni3.77(CuFeCr).6Mn.36Al.27,1.2,,30,0.5,"Hu, 1999",1190,,,sloping plateau
